cluster_name,entry_id,language,filename,prompt_version,run_number,is_base,cpu_usage,ram_usage,execution_time_ms,test_passed,output_file
pascals_triangle,cpp_pascals_triangle_Exercism (thefullarcticfox),cpp,pascals_triangle.cpp,v3,1,False,,,,,pascals_triangle_results_v3_1.json
robot_simulator,c_robot_simulator_Exercism (ThomasZumsteg),c,robot_simulator.c,v3,4.backup,False,,,,,robot_simulator_results_v3_4.backup_20251019_081400.json
robot_simulator,c_robot_simulator_Exercism (m3g4d1v3r),c,robot_simulator.c,v3,4.backup,False,,,,,robot_simulator_results_v3_4.backup_20251019_081400.json
robot_simulator,c_robot_simulator_Exercism (vlzware),c,robot_simulator.c,v3,4.backup,False,,,,,robot_simulator_results_v3_4.backup_20251019_081400.json
robot_simulator,cpp_robot_simulator_Exercism (thefullarcticfox),cpp,robot_simulator.cpp,v3,4.backup,False,,,,,robot_simulator_results_v3_4.backup_20251019_081400.json
linked_list,c_linked_list_Exercism (ThomasZumsteg),c,linked_list.c,v1,2,False,,,,,linked_list_results_v1_2.json
linked_list,c_linked_list_Exercism (m3g4d1v3r),c,linked_list.c,v1,2,False,,,,,linked_list_results_v1_2.json
allergies,c_allergies_Exercism (ThomasZumsteg),c,allergies.c,v1,5,False,,,,,allergies_results_v1_5.json
allergies,c_allergies_Exercism (ThomasZumsteg),c,allergies.c,v1,5,False,,,,,allergies_results_v1_5.json
allergies,c_allergies_Exercism (ThomasZumsteg),c,allergies.c,v1,5,False,,,,,allergies_results_v1_5.json
allergies,c_allergies_Exercism (chriswilding),c,allergies.c,v1,5,False,,,,,allergies_results_v1_5.json
allergies,c_allergies_Exercism (chriswilding),c,allergies.c,v1,5,False,,,,,allergies_results_v1_5.json
allergies,c_allergies_Exercism (chriswilding),c,allergies.c,v1,5,False,,,,,allergies_results_v1_5.json
allergies,c_allergies_Exercism (m3g4d1v3r),c,allergies.c,v1,5,False,,,,,allergies_results_v1_5.json
allergies,c_allergies_Exercism (m3g4d1v3r),c,allergies.c,v1,5,False,,,,,allergies_results_v1_5.json
allergies,c_allergies_Exercism (m3g4d1v3r),c,allergies.c,v1,5,False,,,,,allergies_results_v1_5.json
allergies,c_allergies_Exercism (vlzware),c,allergies.c,v1,5,False,,,,,allergies_results_v1_5.json
allergies,c_allergies_Exercism (vlzware),c,allergies.c,v1,5,False,,,,,allergies_results_v1_5.json
allergies,c_allergies_Exercism (vlzware),c,allergies.c,v1,5,False,,,,,allergies_results_v1_5.json
allergies,cpp_allergies_Exercism (johnngugi),cpp,allergies.cpp,v1,5,False,,,,,allergies_results_v1_5.json
allergies,cpp_allergies_Exercism (johnngugi),cpp,allergies.cpp,v1,5,False,,,,,allergies_results_v1_5.json
allergies,cpp_allergies_Exercism (johnngugi),cpp,allergies.cpp,v1,5,False,,,,,allergies_results_v1_5.json
allergies,cpp_allergies_Exercism (thefullarcticfox),cpp,allergies.cpp,v1,5,False,,,,,allergies_results_v1_5.json
allergies,cpp_allergies_Exercism (thefullarcticfox),cpp,allergies.cpp,v1,5,False,,,,,allergies_results_v1_5.json
allergies,cpp_allergies_Exercism (thefullarcticfox),cpp,allergies.cpp,v1,5,False,,,,,allergies_results_v1_5.json
crypto_square,cpp_crypto_square_Exercism (johnngugi),cpp,crypto_square.cpp,v1,4,False,,,,,crypto_square_results_v1_4.json
crypto_square,cpp_crypto_square_Exercism (MaxyMoos),cpp,crypto_square.cpp,v1,4,False,,,,,crypto_square_results_v1_4.json
crypto_square,cpp_crypto_square_Exercism (thefullarcticfox),cpp,crypto_square.cpp,v1,4,False,,,,,crypto_square_results_v1_4.json
largest_series_product,c_largest_series_product_Exercism (ThomasZumsteg),c,largest_series_product.c,v1,1,False,,,,,largest_series_product_results_v1_1.json
largest_series_product,c_largest_series_product_Exercism (vlzware),c,largest_series_product.c,v1,1,False,,,,,largest_series_product_results_v1_1.json
resistor_color,c_resistor_color_Exercism (HeitorMP),c,resistor_color.c,base,3,True,,,,,resistor_color_results_3.json
resistor_color,c_resistor_color_Exercism (paddydoyle),c,resistor_color.c,base,3,True,,,,,resistor_color_results_3.json
resistor_color,c_resistor_color_Exercism (m3g4d1v3r),c,resistor_color.c,base,3,True,,,,,resistor_color_results_3.json
resistor_color,c_resistor_color_Exercism (leleah),c,resistor_color.c,base,3,True,,,,,resistor_color_results_3.json
diamond,c_diamond_Exercism (ThomasZumsteg),c,diamond.c,v1,2,False,,,,,diamond_results_v1_2.json
diamond,c_diamond_Exercism (ThomasZumsteg),c,diamond.c,v1,2,False,,,,,diamond_results_v1_2.json
diamond,c_diamond_Exercism (ThomasZumsteg),c,diamond.c,v1,2,False,,,,,diamond_results_v1_2.json
roman_numerals,c_roman_numerals_Exercism (ThomasZumsteg),c,roman_numerals.c,v3,1,False,,,,,roman_numerals_results_v3_1.json
roman_numerals,c_roman_numerals_Exercism (chriswilding),c,roman_numerals.c,v3,1,False,,,,,roman_numerals_results_v3_1.json
roman_numerals,c_roman_numerals_Exercism (m3g4d1v3r),c,roman_numerals.c,v3,1,False,,,,,roman_numerals_results_v3_1.json
roman_numerals,c_roman_numerals_Exercism (vlzware),c,roman_numerals.c,v3,1,False,,,,,roman_numerals_results_v3_1.json
roman_numerals,cpp_roman_numerals_Exercism (johnngugi),cpp,roman_numerals.cpp,v3,1,False,,,,,roman_numerals_results_v3_1.json
roman_numerals,cpp_roman_numerals_Exercism (cmccandless),cpp,roman_numerals.cpp,v3,1,False,,,,,roman_numerals_results_v3_1.json
roman_numerals,cpp_roman_numerals_Exercism (thefullarcticfox),cpp,roman_numerals.cpp,v3,1,False,,,,,roman_numerals_results_v3_1.json
all_your_base,cpp_all_your_base_Exercism (thefullarcticfox),cpp,all_your_base.cpp,base,5,True,72,10496,2.028534,False,all_your_base_results_5.json
triangle,c_triangle_Exercism (HeitorMP),c,triangle.c,v4,3,False,,,,,triangle_results_v4_3.json
triangle,c_triangle_Exercism (ThomasZumsteg),c,triangle.c,v4,3,False,,,,,triangle_results_v4_3.json
triangle,c_triangle_Exercism (chriswilding),c,triangle.c,v4,3,False,,,,,triangle_results_v4_3.json
triangle,c_triangle_Exercism (vlzware),c,triangle.c,v4,3,False,,,,,triangle_results_v4_3.json
triangle,cpp_triangle_Exercism (johnngugi),cpp,triangle.cpp,v4,3,False,,,,,triangle_results_v4_3.json
triangle,cpp_triangle_Exercism (cmccandless),cpp,triangle.cpp,v4,3,False,,,,,triangle_results_v4_3.json
triangle,cpp_triangle_Exercism (thefullarcticfox),cpp,triangle.cpp,v4,3,False,,,,,triangle_results_v4_3.json
square_root,c_square_root_Exercism (HeitorMP),c,square_root.c,v1,2,False,,,,,square_root_results_v1_2.json
square_root,c_square_root_Exercism (chriswilding),c,square_root.c,v1,2,False,,,,,square_root_results_v1_2.json
square_root,c_square_root_Exercism (chriswilding),c,square_root.c,v1,2,False,,,,,square_root_results_v1_2.json
square_root,c_square_root_Exercism (chriswilding),c,square_root.c,v1,2,False,,,,,square_root_results_v1_2.json
square_root,c_square_root_Exercism (HeitorMP),c,square_root.c,v1,2,False,,,,,square_root_results_v1_2.json
square_root,c_square_root_Exercism (HeitorMP),c,square_root.c,v1,2,False,,,,,square_root_results_v1_2.json
square_root,c_square_root_Exercism (m3g4d1v3r),c,square_root.c,v1,2,False,,,,,square_root_results_v1_2.json
square_root,c_square_root_Exercism (m3g4d1v3r),c,square_root.c,v1,2,False,,,,,square_root_results_v1_2.json
square_root,c_square_root_Exercism (m3g4d1v3r),c,square_root.c,v1,2,False,,,,,square_root_results_v1_2.json
meetup,c_meetup_Exercism (ThomasZumsteg),c,meetup.c,v4,1,False,,,,,meetup_results_v4_1.json
meetup,c_meetup_Exercism (vlzware),c,meetup.c,v4,1,False,,,,,meetup_results_v4_1.json
meetup,cpp_meetup_Exercism (cmccandless),cpp,meetup.cpp,v4,1,False,,,,,meetup_results_v4_1.json
meetup,cpp_meetup_Exercism (blogscot),cpp,meetup.cpp,v4,1,False,,,,,meetup_results_v4_1.json
meetup,cpp_meetup_Exercism (MaxyMoos),cpp,meetup.cpp,v4,1,False,,,,,meetup_results_v4_1.json
meetup,cpp_meetup_Exercism (RockLloque),cpp,meetup.cpp,v4,1,False,,,,,meetup_results_v4_1.json
meetup,cpp_meetup_Exercism (thefullarcticfox),cpp,meetup.cpp,v4,1,False,,,,,meetup_results_v4_1.json
spiral_matrix,c_spiral_matrix_Exercism (m3g4d1v3r),c,spiral_matrix.c,base,4.backup_20251019_115359,True,,,,,spiral_matrix_results_4.backup_20251019_115359.json
react,c_react_Exercism (ThomasZumsteg),c,react.c,v4,1,False,,,,,react_results_v4_1.json
react,c_react_Exercism (vlzware),c,react.c,v4,1,False,,,,,react_results_v4_1.json
space_age,c_space_age_Exercism (HeitorMP),c,space_age.c,v4,5.backup,False,,,,,space_age_results_v4_5.backup_20251019_115224.json
space_age,c_space_age_Exercism (ThomasZumsteg),c,space_age.c,v4,5.backup,False,,,,,space_age_results_v4_5.backup_20251019_115224.json
space_age,c_space_age_Exercism (chriswilding),c,space_age.c,v4,5.backup,False,,,,,space_age_results_v4_5.backup_20251019_115224.json
space_age,c_space_age_Exercism (m3g4d1v3r),c,space_age.c,v4,5.backup,False,,,,,space_age_results_v4_5.backup_20251019_115224.json
space_age,c_space_age_Exercism (leleah),c,space_age.c,v4,5.backup,False,,,,,space_age_results_v4_5.backup_20251019_115224.json
space_age,c_space_age_Exercism (vlzware),c,space_age.c,v4,5.backup,False,,,,,space_age_results_v4_5.backup_20251019_115224.json
space_age,cpp_space_age_Exercism (MaxyMoos),cpp,space_age.cpp,v4,5.backup,False,,,,,space_age_results_v4_5.backup_20251019_115224.json
secret_handshake,c_secret_handshake_Exercism (m3g4d1v3r),c,secret_handshake.c,v1,3.backup,False,,,,,secret_handshake_results_v1_3.backup_20251019_095755.json
secret_handshake,cpp_secret_handshake_Exercism (thefullarcticfox),cpp,secret_handshake.cpp,v1,3.backup,False,,,,,secret_handshake_results_v1_3.backup_20251019_095755.json
scrabble_score,c_scrabble_score_Exercism (ThomasZumsteg),c,scrabble_score.c,v4,5,False,,,,,scrabble_score_results_v4_5.json
scrabble_score,c_scrabble_score_Exercism (m3g4d1v3r),c,scrabble_score.c,v4,5,False,,,,,scrabble_score_results_v4_5.json
scrabble_score,c_scrabble_score_Exercism (attilahorvath),c,scrabble_score.c,v4,5,False,,,,,scrabble_score_results_v4_5.json
scrabble_score,c_scrabble_score_Exercism (vlzware),c,scrabble_score.c,v4,5,False,,,,,scrabble_score_results_v4_5.json
scrabble_score,cpp_scrabble_score_Exercism (johnngugi),cpp,scrabble_score.cpp,v4,5,False,,,,,scrabble_score_results_v4_5.json
scrabble_score,cpp_scrabble_score_Exercism (MaxyMoos),cpp,scrabble_score.cpp,v4,5,False,,,,,scrabble_score_results_v4_5.json
scrabble_score,cpp_scrabble_score_Exercism (thefullarcticfox),cpp,scrabble_score.cpp,v4,5,False,,,,,scrabble_score_results_v4_5.json
largest_series_product,c_largest_series_product_Exercism (ThomasZumsteg),c,largest_series_product.c,base,2,True,,,,,largest_series_product_results_2.json
largest_series_product,c_largest_series_product_Exercism (vlzware),c,largest_series_product.c,base,2,True,,,,,largest_series_product_results_2.json
robot_simulator,c_robot_simulator_Exercism (ThomasZumsteg),c,robot_simulator.c,base,5,True,,,,,robot_simulator_results_5.json
robot_simulator,c_robot_simulator_Exercism (m3g4d1v3r),c,robot_simulator.c,base,5,True,,,,,robot_simulator_results_5.json
robot_simulator,c_robot_simulator_Exercism (vlzware),c,robot_simulator.c,base,5,True,,,,,robot_simulator_results_5.json
robot_simulator,cpp_robot_simulator_Exercism (thefullarcticfox),cpp,robot_simulator.cpp,base,5,True,100.0,4096,0.0,True,robot_simulator_results_5.json
bob,c_bob_Exercism (ThomasZumsteg),c,bob.c,v2,2,False,,,,,bob_results_v2_2.json
bob,c_bob_Exercism (ThomasZumsteg),c,bob.c,v2,2,False,,,,,bob_results_v2_2.json
bob,c_bob_Exercism (ThomasZumsteg),c,bob.c,v2,2,False,,,,,bob_results_v2_2.json
bob,c_bob_Exercism (m3g4d1v3r),c,bob.c,v2,2,False,,,,,bob_results_v2_2.json
bob,c_bob_Exercism (attilahorvath),c,bob.c,v2,2,False,,,,,bob_results_v2_2.json
bob,c_bob_Exercism (m3g4d1v3r),c,bob.c,v2,2,False,,,,,bob_results_v2_2.json
bob,c_bob_Exercism (m3g4d1v3r),c,bob.c,v2,2,False,,,,,bob_results_v2_2.json
bob,c_bob_Exercism (attilahorvath),c,bob.c,v2,2,False,,,,,bob_results_v2_2.json
bob,c_bob_Exercism (vlzware),c,bob.c,v2,2,False,,,,,bob_results_v2_2.json
bob,c_bob_Exercism (vlzware),c,bob.c,v2,2,False,,,,,bob_results_v2_2.json
bob,c_bob_Exercism (attilahorvath),c,bob.c,v2,2,False,,,,,bob_results_v2_2.json
bob,c_bob_Exercism (vlzware),c,bob.c,v2,2,False,,,,,bob_results_v2_2.json
bob,cpp_bob_Exercism (johnngugi),cpp,bob.cpp,v2,2,False,,,,,bob_results_v2_2.json
bob,cpp_bob_Exercism (johnngugi),cpp,bob.cpp,v2,2,False,,,,,bob_results_v2_2.json
bob,cpp_bob_Exercism (johnngugi),cpp,bob.cpp,v2,2,False,,,,,bob_results_v2_2.json
bob,cpp_bob_Exercism (ThomasZumsteg),cpp,bob.cpp,v2,2,False,,,,,bob_results_v2_2.json
bob,cpp_bob_Exercism (cmccandless),cpp,bob.cpp,v2,2,False,,,,,bob_results_v2_2.json
bob,cpp_bob_Exercism (ThomasZumsteg),cpp,bob.cpp,v2,2,False,,,,,bob_results_v2_2.json
bob,cpp_bob_Exercism (ThomasZumsteg),cpp,bob.cpp,v2,2,False,,,,,bob_results_v2_2.json
bob,cpp_bob_Exercism (cmccandless),cpp,bob.cpp,v2,2,False,,,,,bob_results_v2_2.json
bob,cpp_bob_Exercism (thefullarcticfox),cpp,bob.cpp,v2,2,False,,,,,bob_results_v2_2.json
bob,cpp_bob_Exercism (cmccandless),cpp,bob.cpp,v2,2,False,,,,,bob_results_v2_2.json
bob,cpp_bob_Exercism (thefullarcticfox),cpp,bob.cpp,v2,2,False,,,,,bob_results_v2_2.json
bob,cpp_bob_Exercism (thefullarcticfox),cpp,bob.cpp,v2,2,False,,,,,bob_results_v2_2.json
perfect_numbers,c_perfect_numbers_Exercism (ThomasZumsteg),c,perfect_numbers.c,v3,1.backup,False,,,,,perfect_numbers_results_v3_1.backup_20251019_030607.json
perfect_numbers,c_perfect_numbers_Exercism (ThomasZumsteg),c,perfect_numbers.c,v3,1.backup,False,,,,,perfect_numbers_results_v3_1.backup_20251019_030607.json
perfect_numbers,c_perfect_numbers_Exercism (ThomasZumsteg),c,perfect_numbers.c,v3,1.backup,False,,,,,perfect_numbers_results_v3_1.backup_20251019_030607.json
perfect_numbers,c_perfect_numbers_Exercism (chriswilding),c,perfect_numbers.c,v3,1.backup,False,,,,,perfect_numbers_results_v3_1.backup_20251019_030607.json
perfect_numbers,c_perfect_numbers_Exercism (chriswilding),c,perfect_numbers.c,v3,1.backup,False,,,,,perfect_numbers_results_v3_1.backup_20251019_030607.json
perfect_numbers,c_perfect_numbers_Exercism (chriswilding),c,perfect_numbers.c,v3,1.backup,False,,,,,perfect_numbers_results_v3_1.backup_20251019_030607.json
perfect_numbers,c_perfect_numbers_Exercism (m3g4d1v3r),c,perfect_numbers.c,v3,1.backup,False,,,,,perfect_numbers_results_v3_1.backup_20251019_030607.json
perfect_numbers,c_perfect_numbers_Exercism (m3g4d1v3r),c,perfect_numbers.c,v3,1.backup,False,,,,,perfect_numbers_results_v3_1.backup_20251019_030607.json
perfect_numbers,c_perfect_numbers_Exercism (m3g4d1v3r),c,perfect_numbers.c,v3,1.backup,False,,,,,perfect_numbers_results_v3_1.backup_20251019_030607.json
perfect_numbers,c_perfect_numbers_Exercism (leleah),c,perfect_numbers.c,v3,1.backup,False,,,,,perfect_numbers_results_v3_1.backup_20251019_030607.json
perfect_numbers,c_perfect_numbers_Exercism (leleah),c,perfect_numbers.c,v3,1.backup,False,,,,,perfect_numbers_results_v3_1.backup_20251019_030607.json
perfect_numbers,c_perfect_numbers_Exercism (leleah),c,perfect_numbers.c,v3,1.backup,False,,,,,perfect_numbers_results_v3_1.backup_20251019_030607.json
sieve,c_sieve_Exercism (ThomasZumsteg),c,sieve.c,v4,1,False,,,,,sieve_results_v4_1.json
sieve,c_sieve_Exercism (m3g4d1v3r),c,sieve.c,v4,1,False,,,,,sieve_results_v4_1.json
sieve,cpp_sieve_Exercism (johnngugi),cpp,sieve.cpp,v4,1,False,,,,,sieve_results_v4_1.json
sieve,cpp_sieve_Exercism (cmccandless),cpp,sieve.cpp,v4,1,False,,,,,sieve_results_v4_1.json
sieve,cpp_sieve_Exercism (MaxyMoos),cpp,sieve.cpp,v4,1,False,,,,,sieve_results_v4_1.json
sieve,cpp_sieve_Exercism (thefullarcticfox),cpp,sieve.cpp,v4,1,False,,,,,sieve_results_v4_1.json
clock,c_clock_Exercism (ThomasZumsteg),c,clock.c,v2,2,False,,,,,clock_results_v2_2.json
clock,c_clock_Exercism (ThomasZumsteg),c,clock.c,v2,2,False,,,,,clock_results_v2_2.json
clock,c_clock_Exercism (ThomasZumsteg),c,clock.c,v2,2,False,,,,,clock_results_v2_2.json
clock,c_clock_Exercism (vlzware),c,clock.c,v2,2,False,,,,,clock_results_v2_2.json
clock,c_clock_Exercism (vlzware),c,clock.c,v2,2,False,,,,,clock_results_v2_2.json
clock,c_clock_Exercism (vlzware),c,clock.c,v2,2,False,,,,,clock_results_v2_2.json
clock,cpp_clock_Exercism (cmccandless),cpp,clock.cpp,v2,2,False,,,,,clock_results_v2_2.json
clock,cpp_clock_Exercism (cmccandless),cpp,clock.cpp,v2,2,False,,,,,clock_results_v2_2.json
clock,cpp_clock_Exercism (cmccandless),cpp,clock.cpp,v2,2,False,,,,,clock_results_v2_2.json
clock,cpp_clock_Exercism (MaxyMoos),cpp,clock.cpp,v2,2,False,,,,,clock_results_v2_2.json
clock,cpp_clock_Exercism (MaxyMoos),cpp,clock.cpp,v2,2,False,,,,,clock_results_v2_2.json
clock,cpp_clock_Exercism (MaxyMoos),cpp,clock.cpp,v2,2,False,,,,,clock_results_v2_2.json
clock,cpp_clock_Exercism (thefullarcticfox),cpp,clock.cpp,v2,2,False,,,,,clock_results_v2_2.json
clock,cpp_clock_Exercism (thefullarcticfox),cpp,clock.cpp,v2,2,False,,,,,clock_results_v2_2.json
clock,cpp_clock_Exercism (thefullarcticfox),cpp,clock.cpp,v2,2,False,,,,,clock_results_v2_2.json
raindrops,c_raindrops_Exercism (HeitorMP),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (ThomasZumsteg),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (HeitorMP),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (HeitorMP),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (ThomasZumsteg),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (ThomasZumsteg),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (chriswilding),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (chriswilding),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (m3g4d1v3r),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (chriswilding),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (m3g4d1v3r),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (m3g4d1v3r),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (leleah),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (leleah),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (leleah),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (attilahorvath),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (attilahorvath),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (vlzware),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (attilahorvath),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (vlzware),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,c_raindrops_Exercism (vlzware),c,raindrops.c,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,cpp_raindrops_Exercism (johnngugi),cpp,raindrops.cpp,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,cpp_raindrops_Exercism (johnngugi),cpp,raindrops.cpp,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,cpp_raindrops_Exercism (johnngugi),cpp,raindrops.cpp,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,cpp_raindrops_Exercism (cmccandless),cpp,raindrops.cpp,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,cpp_raindrops_Exercism (cmccandless),cpp,raindrops.cpp,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,cpp_raindrops_Exercism (cmccandless),cpp,raindrops.cpp,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,cpp_raindrops_Exercism (MaxyMoos),cpp,raindrops.cpp,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,cpp_raindrops_Exercism (MaxyMoos),cpp,raindrops.cpp,v4,5,False,,,,,raindrops_results_v4_5.json
raindrops,cpp_raindrops_Exercism (MaxyMoos),cpp,raindrops.cpp,v4,5,False,,,,,raindrops_results_v4_5.json
gigasecond,c_gigasecond_Exercism (ThomasZumsteg),c,gigasecond.c,v4,4,False,,,,,gigasecond_results_v4_4.json
gigasecond,c_gigasecond_Exercism (chriswilding),c,gigasecond.c,v4,4,False,,,,,gigasecond_results_v4_4.json
gigasecond,c_gigasecond_Exercism (paddydoyle),c,gigasecond.c,v4,4,False,,,,,gigasecond_results_v4_4.json
gigasecond,c_gigasecond_Exercism (m3g4d1v3r),c,gigasecond.c,v4,4,False,,,,,gigasecond_results_v4_4.json
gigasecond,cpp_gigasecond_Exercism (cmccandless),cpp,gigasecond.cpp,v4,4,False,,,,,gigasecond_results_v4_4.json
gigasecond,cpp_gigasecond_Exercism (MaxyMoos),cpp,gigasecond.cpp,v4,4,False,,,,,gigasecond_results_v4_4.json
gigasecond,cpp_gigasecond_Exercism (thefullarcticfox),cpp,gigasecond.cpp,v4,4,False,,,,,gigasecond_results_v4_4.json
rotational_cipher,c_rotational_cipher_Exercism (m3g4d1v3r),c,rotational_cipher.c,v3,5,False,,,,,rotational_cipher_results_v3_5.json
dnd_character,c_dnd_character_Exercism (leleah),c,dnd_character.c,base,1.backup_20251018_164625,True,50.0,3456,0.0,False,dnd_character_results_1.backup_20251018_164625.json
luhn,c_luhn_Exercism (HeitorMP),c,luhn.c,v3,4,False,,,,,luhn_results_v3_4.json
luhn,c_luhn_Exercism (chriswilding),c,luhn.c,v3,4,False,,,,,luhn_results_v3_4.json
luhn,c_luhn_Exercism (m3g4d1v3r),c,luhn.c,v3,4,False,,,,,luhn_results_v3_4.json
luhn,cpp_luhn_Exercism (thefullarcticfox),cpp,luhn.cpp,v3,4,False,,,,,luhn_results_v3_4.json
collatz_conjecture,c_collatz_conjecture_Exercism (ThomasZumsteg),c,collatz_conjecture.c,v3,4.backup,False,,,,,collatz_conjecture_results_v3_4.backup_20251018_163129.json
collatz_conjecture,c_collatz_conjecture_Exercism (m3g4d1v3r),c,collatz_conjecture.c,v3,4.backup,False,,,,,collatz_conjecture_results_v3_4.backup_20251018_163129.json
collatz_conjecture,c_collatz_conjecture_Exercism (leleah),c,collatz_conjecture.c,v3,4.backup,False,,,,,collatz_conjecture_results_v3_4.backup_20251018_163129.json
collatz_conjecture,c_collatz_conjecture_Exercism (vlzware),c,collatz_conjecture.c,v3,4.backup,False,,,,,collatz_conjecture_results_v3_4.backup_20251018_163129.json
collatz_conjecture,cpp_collatz_conjecture_Exercism (thefullarcticfox),cpp,collatz_conjecture.cpp,v3,4.backup,False,,,,,collatz_conjecture_results_v3_4.backup_20251018_163129.json
binary_search,c_binary_search_Exercism (HeitorMP),c,binary_search.c,v2,2,False,,,,,binary_search_results_v2_2.json
binary_search,c_binary_search_Exercism (HeitorMP),c,binary_search.c,v2,2,False,,,,,binary_search_results_v2_2.json
binary_search,c_binary_search_Exercism (HeitorMP),c,binary_search.c,v2,2,False,,,,,binary_search_results_v2_2.json
binary_search,c_binary_search_Exercism (ThomasZumsteg),c,binary_search.c,v2,2,False,,,,,binary_search_results_v2_2.json
binary_search,c_binary_search_Exercism (ThomasZumsteg),c,binary_search.c,v2,2,False,,,,,binary_search_results_v2_2.json
