entry_id,cluster_name,language,filename,root_cause,severity,should_remove,execution_time_ms,cpu_usage,ram_usage,error_message,code_file_path,test_file_path,log_path
c_collatz_conjecture_Exercism (m3g4d1v3r),collatz_conjecture,c,collatz_conjecture.c,docker_error,high,NO,,33.0,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_collatz_conjecture_Exercism (m3g4d1v3r)_1759784864.log
c_collatz_conjecture_Exercism (leleah),collatz_conjecture,c,collatz_conjecture.c,docker_error,high,NO,,,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_collatz_conjecture_Exercism (leleah)_1759784865.log
cpp_collatz_conjecture_Exercism (thefullarcticfox),collatz_conjecture,cpp,collatz_conjecture.cpp,metrics_collection_failure,medium,NO,,20.0,4224.0,,,,
c_collatz_conjecture_Exercism (vlzware),collatz_conjecture,c,collatz_conjecture.c,docker_error,high,NO,,25.0,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_collatz_conjecture_Exercism (vlzware)_1759784870.log
c_collatz_conjecture_Exercism (m3g4d1v3r),collatz_conjecture,c,collatz_conjecture.c,docker_error,high,NO,,33.0,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_collatz_conjecture_Exercism (m3g4d1v3r)_1759784871.log
c_collatz_conjecture_Exercism (ThomasZumsteg),collatz_conjecture,c,collatz_conjecture.c,docker_error,high,NO,,100.0,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_collatz_conjecture_Exercism (ThomasZumsteg)_1759784871.log
c_collatz_conjecture_Exercism (leleah),collatz_conjecture,c,collatz_conjecture.c,docker_error,high,NO,,100.0,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_collatz_conjecture_Exercism (leleah)_1759784871.log
cpp_collatz_conjecture_Exercism (thefullarcticfox),collatz_conjecture,cpp,collatz_conjecture.cpp,metrics_collection_failure,medium,NO,,12.0,4224.0,,,,
c_collatz_conjecture_Exercism (vlzware),collatz_conjecture,c,collatz_conjecture.c,docker_error,high,NO,,50.0,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_collatz_conjecture_Exercism (vlzware)_1759784878.log
c_collatz_conjecture_Exercism (leleah),collatz_conjecture,c,collatz_conjecture.c,docker_error,high,NO,,,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_collatz_conjecture_Exercism (leleah)_1759784878.log
c_collatz_conjecture_Exercism (ThomasZumsteg),collatz_conjecture,c,collatz_conjecture.c,docker_error,high,NO,,,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_collatz_conjecture_Exercism (ThomasZumsteg)_1759784879.log
c_collatz_conjecture_Exercism (m3g4d1v3r),collatz_conjecture,c,collatz_conjecture.c,docker_error,high,NO,,,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_collatz_conjecture_Exercism (m3g4d1v3r)_1759784879.log
cpp_crypto_square_Exercism (johnngugi),crypto_square,cpp,crypto_square.cpp,metrics_collection_failure,medium,NO,,15.0,4352.0,,,,
cpp_crypto_square_Exercism (MaxyMoos),crypto_square,cpp,crypto_square.cpp,metrics_collection_failure,high,NO,,,4096.0,,,,
cpp_crypto_square_Exercism (thefullarcticfox),crypto_square,cpp,crypto_square.cpp,metrics_collection_failure,medium,NO,,50.0,4096.0,,,,
cpp_crypto_square_Exercism (johnngugi),crypto_square,cpp,crypto_square.cpp,metrics_collection_failure,medium,NO,,10.0,4352.0,,,,
cpp_crypto_square_Exercism (MaxyMoos),crypto_square,cpp,crypto_square.cpp,metrics_collection_failure,high,NO,,,4096.0,,,,
cpp_crypto_square_Exercism (thefullarcticfox),crypto_square,cpp,crypto_square.cpp,metrics_collection_failure,high,NO,,,4096.0,,,,
cpp_crypto_square_Exercism (johnngugi),crypto_square,cpp,crypto_square.cpp,metrics_collection_failure,high,NO,,,4352.0,,,,
cpp_crypto_square_Exercism (MaxyMoos),crypto_square,cpp,crypto_square.cpp,metrics_collection_failure,medium,NO,,25.0,4224.0,,,,
cpp_crypto_square_Exercism (thefullarcticfox),crypto_square,cpp,crypto_square.cpp,metrics_collection_failure,medium,NO,,50.0,4096.0,,,,
cpp_crypto_square_Exercism (johnngugi),crypto_square,cpp,crypto_square.cpp,metrics_collection_failure,medium,NO,,20.0,4352.0,,,,
cpp_crypto_square_Exercism (MaxyMoos),crypto_square,cpp,crypto_square.cpp,metrics_collection_failure,medium,NO,,25.0,4096.0,,,,
cpp_crypto_square_Exercism (thefullarcticfox),crypto_square,cpp,crypto_square.cpp,metrics_collection_failure,medium,NO,,33.0,3840.0,,,,
cpp_crypto_square_Exercism (johnngugi),crypto_square,cpp,crypto_square.cpp,metrics_collection_failure,medium,NO,,14.0,4352.0,,,,
cpp_crypto_square_Exercism (MaxyMoos),crypto_square,cpp,crypto_square.cpp,metrics_collection_failure,medium,NO,,25.0,4096.0,,,,
cpp_crypto_square_Exercism (thefullarcticfox),crypto_square,cpp,crypto_square.cpp,metrics_collection_failure,medium,NO,,25.0,4096.0,,,,
cpp_difference_of_squares_Exercism (johnngugi),difference_of_squares,cpp,difference_of_squares.cpp,code_bug,critical,YES,,,,Docker exit code: 1,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_cpp_persistent_cpp_difference_of_squares_Exercism (johnngugi)_1761575586.log
cpp_difference_of_squares_Exercism (johnngugi),difference_of_squares,cpp,difference_of_squares.cpp,docker_error,critical,NO,,,,Docker exit code: 1,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_cpp_persistent_cpp_difference_of_squares_Exercism (johnngugi)_1760775237.log
cpp_difference_of_squares_Exercism (johnngugi),difference_of_squares,cpp,difference_of_squares.cpp,docker_error,critical,NO,,,,Docker exit code: 1,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_cpp_persistent_cpp_difference_of_squares_Exercism (johnngugi)_1760775267.log
cpp_difference_of_squares_Exercism (johnngugi),difference_of_squares,cpp,difference_of_squares.cpp,docker_error,critical,NO,,,,Docker exit code: 1,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_cpp_persistent_cpp_difference_of_squares_Exercism (johnngugi)_1760775293.log
cpp_difference_of_squares_Exercism (johnngugi),difference_of_squares,cpp,difference_of_squares.cpp,docker_error,critical,NO,,,,Docker exit code: 1,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_cpp_persistent_cpp_difference_of_squares_Exercism (johnngugi)_1760775322.log
cpp_difference_of_squares_Exercism (johnngugi),difference_of_squares,cpp,difference_of_squares.cpp,code_bug,critical,YES,,,,Docker exit code: 1,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_cpp_persistent_cpp_difference_of_squares_Exercism (johnngugi)_1761575586.log
cpp_difference_of_squares_Exercism (johnngugi),difference_of_squares,cpp,difference_of_squares.cpp,docker_error,critical,NO,,,,Docker exit code: 1,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_cpp_persistent_cpp_difference_of_squares_Exercism (johnngugi)_1760775237.log
cpp_difference_of_squares_Exercism (johnngugi),difference_of_squares,cpp,difference_of_squares.cpp,docker_error,critical,NO,,,,Docker exit code: 1,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_cpp_persistent_cpp_difference_of_squares_Exercism (johnngugi)_1760775267.log
cpp_difference_of_squares_Exercism (johnngugi),difference_of_squares,cpp,difference_of_squares.cpp,docker_error,critical,NO,,,,Docker exit code: 1,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_cpp_persistent_cpp_difference_of_squares_Exercism (johnngugi)_1760775293.log
cpp_difference_of_squares_Exercism (johnngugi),difference_of_squares,cpp,difference_of_squares.cpp,docker_error,critical,NO,,,,Docker exit code: 1,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_cpp_persistent_cpp_difference_of_squares_Exercism (johnngugi)_1760775322.log
c_dnd_character_Exercism (leleah),dnd_character,c,dnd_character.c,docker_error,high,NO,,50.0,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_dnd_character_Exercism (leleah)_1759785330.log
c_dnd_character_Exercism (leleah),dnd_character,c,dnd_character.c,docker_error,high,NO,,33.0,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_dnd_character_Exercism (leleah)_1759785342.log
c_dnd_character_Exercism (leleah),dnd_character,c,dnd_character.c,docker_error,high,NO,,100.0,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_dnd_character_Exercism (leleah)_1759785361.log
c_dnd_character_Exercism (leleah),dnd_character,c,dnd_character.c,docker_error,high,NO,,100.0,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_dnd_character_Exercism (leleah)_1759785370.log
c_dnd_character_Exercism (leleah),dnd_character,c,dnd_character.c,docker_error,high,NO,,100.0,3328.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_dnd_character_Exercism (leleah)_1759785384.log
domainName_118,domain_name,javascript,domainName.js,unknown,critical,NO,,,,,,,
domainName_118,domain_name,javascript,domainName.js,unknown,critical,NO,,,,,,,
domainName_118,domain_name,javascript,domainName.js,unknown,critical,NO,,,,,,,
domainName_118,domain_name,javascript,domainName.js,unknown,critical,NO,,,,,,,
domainName_118,domain_name,javascript,domainName.js,unknown,critical,NO,,,,,,,
domainName_118,domain_name,javascript,domainName.js,metrics_collection_failure,critical,NO,,,,,,,
domainName_118,domain_name,javascript,domainName.js,metrics_collection_failure,critical,NO,,,,,,,
domainName_118,domain_name,javascript,domainName.js,metrics_collection_failure,critical,NO,,,,,,,
domainName_118,domain_name,javascript,domainName.js,metrics_collection_failure,critical,NO,,,,,,,
domainName_118,domain_name,javascript,domainName.js,metrics_collection_failure,critical,NO,,,,,,,
domainName_110,domain_name.test.js,javascript,domainName.test.js.js,unknown,critical,NO,,,,,,,
domainName_110,domain_name.test.js,javascript,domainName.test.js.js,unknown,critical,NO,,,,,,,
domainName_110,domain_name.test.js,javascript,domainName.test.js.js,unknown,critical,NO,,,,,,,
domainName_110,domain_name.test.js,javascript,domainName.test.js.js,unknown,critical,NO,,,,,,,
domainName_110,domain_name.test.js,javascript,domainName.test.js.js,unknown,critical,NO,,,,,,,
domainName_110,domain_name.test.js,javascript,domainName.test.js.js,metrics_collection_failure,critical,NO,,,,,,,
domainName_110,domain_name.test.js,javascript,domainName.test.js.js,metrics_collection_failure,critical,NO,,,,,,,
domainName_110,domain_name.test.js,javascript,domainName.test.js.js,metrics_collection_failure,critical,NO,,,,,,,
domainName_110,domain_name.test.js,javascript,domainName.test.js.js,metrics_collection_failure,critical,NO,,,,,,,
domainName_110,domain_name.test.js,javascript,domainName.test.js.js,metrics_collection_failure,critical,NO,,,,,,,
c_eliuds_eggs_Exercism (leleah),eliuds_eggs,c,eliuds_eggs.c,docker_error,high,NO,,100.0,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_eliuds_eggs_Exercism (leleah)_1759785393.log
c_eliuds_eggs_Exercism (leleah),eliuds_eggs,c,eliuds_eggs.c,docker_error,high,NO,,100.0,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_eliuds_eggs_Exercism (leleah)_1759785396.log
c_eliuds_eggs_Exercism (leleah),eliuds_eggs,c,eliuds_eggs.c,docker_error,high,NO,,100.0,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_eliuds_eggs_Exercism (leleah)_1759785398.log
c_eliuds_eggs_Exercism (leleah),eliuds_eggs,c,eliuds_eggs.c,docker_error,high,NO,,100.0,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_eliuds_eggs_Exercism (leleah)_1759785401.log
c_eliuds_eggs_Exercism (leleah),eliuds_eggs,c,eliuds_eggs.c,docker_error,high,NO,,,3456.0,Docker exit code: 255,,,/Users/piccoletto/Desktop/Everything/pisa/tesi/Sustainable-Code-Refactoring-with-LLMs/src/logs/test_runner_c_persistent_c_eliuds_eggs_Exercism (leleah)_1759785404.log
typescript_etl_Exercism-typescript-FilipeCerejo_FilipeCerejo,etl,typescript,etl.ts,unknown,critical,NO,,,,,,,
c_etl_Exercism (ThomasZumsteg),etl,c,etl.c,unknown,critical,NO,,,,,,,
c_etl_Exercism (m3g4d1v3r),etl,c,etl.c,unknown,critical,NO,,,,,,,
cpp_etl_Exercism (johnngugi),etl,cpp,etl.cpp,metrics_collection_failure,high,NO,,,4096.0,,,,
cpp_etl_Exercism (cmccandless),etl,cpp,etl.cpp,metrics_collection_failure,high,NO,,,4096.0,,,,
cpp_etl_Exercism (thefullarcticfox),etl,cpp,etl.cpp,metrics_collection_failure,medium,NO,,50.0,3840.0,,,,
typescript_etl_Exercism-typescript-FilipeCerejo_FilipeCerejo,etl,typescript,etl.ts,unknown,critical,NO,,,,,,,
c_etl_Exercism (ThomasZumsteg),etl,c,etl.c,unknown,critical,NO,,,,,,,
c_etl_Exercism (m3g4d1v3r),etl,c,etl.c,unknown,critical,NO,,,,,,,
cpp_etl_Exercism (johnngugi),etl,cpp,etl.cpp,metrics_collection_failure,medium,NO,,6.0,3968.0,,,,
cpp_etl_Exercism (cmccandless),etl,cpp,etl.cpp,metrics_collection_failure,medium,NO,,50.0,4096.0,,,,
cpp_etl_Exercism (thefullarcticfox),etl,cpp,etl.cpp,metrics_collection_failure,medium,NO,,100.0,4096.0,,,,
typescript_etl_Exercism-typescript-FilipeCerejo_FilipeCerejo,etl,typescript,etl.ts,unknown,critical,NO,,,,,,,
c_etl_Exercism (ThomasZumsteg),etl,c,etl.c,unknown,critical,NO,,,,,,,
c_etl_Exercism (m3g4d1v3r),etl,c,etl.c,unknown,critical,NO,,,,,,,
cpp_etl_Exercism (johnngugi),etl,cpp,etl.cpp,metrics_collection_failure,medium,NO,,33.0,4096.0,,,,
cpp_etl_Exercism (cmccandless),etl,cpp,etl.cpp,metrics_collection_failure,medium,NO,,16.0,4096.0,,,,
cpp_etl_Exercism (thefullarcticfox),etl,cpp,etl.cpp,metrics_collection_failure,medium,NO,,100.0,4096.0,,,,
typescript_etl_Exercism-typescript-FilipeCerejo_FilipeCerejo,etl,typescript,etl.ts,unknown,critical,NO,,,,,,,
c_etl_Exercism (ThomasZumsteg),etl,c,etl.c,unknown,critical,NO,,,,,,,
c_etl_Exercism (m3g4d1v3r),etl,c,etl.c,unknown,critical,NO,,,,,,,
cpp_etl_Exercism (johnngugi),etl,cpp,etl.cpp,metrics_collection_failure,medium,NO,,14.0,4096.0,,,,
cpp_etl_Exercism (cmccandless),etl,cpp,etl.cpp,metrics_collection_failure,medium,NO,,25.0,4096.0,,,,
cpp_etl_Exercism (thefullarcticfox),etl,cpp,etl.cpp,metrics_collection_failure,medium,NO,,50.0,4096.0,,,,
typescript_etl_Exercism-typescript-FilipeCerejo_FilipeCerejo,etl,typescript,etl.ts,unknown,critical,NO,,,,,,,
c_etl_Exercism (ThomasZumsteg),etl,c,etl.c,unknown,critical,NO,,,,,,,
c_etl_Exercism (m3g4d1v3r),etl,c,etl.c,unknown,critical,NO,,,,,,,
cpp_etl_Exercism (johnngugi),etl,cpp,etl.cpp,metrics_collection_failure,high,NO,,,4096.0,,,,
cpp_etl_Exercism (cmccandless),etl,cpp,etl.cpp,metrics_collection_failure,medium,NO,,11.0,4096.0,,,,
cpp_etl_Exercism (thefullarcticfox),etl,cpp,etl.cpp,metrics_collection_failure,medium,NO,,100.0,4096.0,,,,
typescript_etl_Exercism-typescript-FilipeCerejo_FilipeCerejo,etl,typescript,etl.ts,metrics_collection_failure,critical,NO,,,,,,,
c_etl_Exercism (ThomasZumsteg),etl,c,etl.c,metrics_collection_failure,critical,NO,,,,,,,
c_etl_Exercism (m3g4d1v3r),etl,c,etl.c,metrics_collection_failure,critical,NO,,,,,,,
typescript_etl_Exercism-typescript-FilipeCerejo_FilipeCerejo,etl,typescript,etl.ts,metrics_collection_failure,critical,NO,,,,,,,
c_etl_Exercism (ThomasZumsteg),etl,c,etl.c,metrics_collection_failure,critical,NO,,,,,,,
c_etl_Exercism (m3g4d1v3r),etl,c,etl.c,metrics_collection_failure,critical,NO,,,,,,,
typescript_etl_Exercism-typescript-FilipeCerejo_FilipeCerejo,etl,typescript,etl.ts,metrics_collection_failure,critical,NO,,,,,,,
c_etl_Exercism (ThomasZumsteg),etl,c,etl.c,metrics_collection_failure,critical,NO,,,,,,,
c_etl_Exercism (m3g4d1v3r),etl,c,etl.c,metrics_collection_failure,critical,NO,,,,,,,
typescript_etl_Exercism-typescript-FilipeCerejo_FilipeCerejo,etl,typescript,etl.ts,metrics_collection_failure,critical,NO,,,,,,,
c_etl_Exercism (ThomasZumsteg),etl,c,etl.c,metrics_collection_failure,critical,NO,,,,,,,
c_etl_Exercism (m3g4d1v3r),etl,c,etl.c,metrics_collection_failure,critical,NO,,,,,,,
typescript_etl_Exercism-typescript-FilipeCerejo_FilipeCerejo,etl,typescript,etl.ts,metrics_collection_failure,critical,NO,,,,,,,
c_etl_Exercism (ThomasZumsteg),etl,c,etl.c,metrics_collection_failure,critical,NO,,,,,,,
c_etl_Exercism (m3g4d1v3r),etl,c,etl.c,metrics_collection_failure,critical,NO,,,,,,,
find_peak_element_157,find_peak_element,python,find_peak_element.py,timeout,critical,NO,,,,Test execution timeout,,,
find_peak_element_157,find_peak_element,python,find_peak_element.py,timeout,critical,NO,,,,Test execution timeout,,,
find_peak_element_157,find_peak_element,python,find_peak_element.py,timeout,critical,NO,,,,Test execution timeout,,,
find_peak_element_157,find_peak_element,python,find_peak_element.py,timeout,critical,NO,,,,Test execution timeout,,,
find_peak_element_157,find_peak_element,python,find_peak_element.py,timeout,critical,NO,,,,Test execution timeout,,,
find_peak_element_157,find_peak_element,python,find_peak_element.py,timeout,critical,NO,,,,Test execution timeout,,,
find_peak_element_157,find_peak_element,python,find_peak_element.py,timeout,critical,NO,,,,Test execution timeout,,,
find_peak_element_157,find_peak_element,python,find_peak_element.py,timeout,critical,NO,,,,Test execution timeout,,,
find_peak_element_157,find_peak_element,python,find_peak_element.py,timeout,critical,NO,,,,Test execution timeout,,,
find_peak_element_157,find_peak_element,python,find_peak_element.py,timeout,critical,NO,,,,Test execution timeout,,,
javascript_food-chain_exercism-javascript-bearguns,food_chain,javascript,food-chain.js,unknown,critical,NO,,,,,,,
