entry_id,language,cluster,llm_pair,llm1,llm2,fuzzy_ratio,fuzzy_partial,fuzzy_token_sort,cosine_similarity,average_similarity,has_baseline,openAI_success_rate,openAI_exec_time,openAI_cpu,openAI_ram,claude_success_rate,claude_exec_time,claude_cpu,claude_ram,delta_success_rate_model1,delta_exec_time_model1,delta_cpu_model1,delta_ram_model1,delta_success_rate_model2,delta_exec_time_model2,delta_cpu_model2,delta_ram_model2,success_rate_delta_diff,exec_time_delta_diff,cpu_delta_diff,ram_delta_diff,gemini_success_rate,gemini_exec_time,gemini_cpu,gemini_ram
Java_log_levels_Exercism (java_rabestro),java,cluster_log_levels.json,openAI_vs_gemini,openAI,gemini,78.06004618937644,81.4207650273224,71.03139013452915,80.41636928754419,77.73214265969304,True,100.0,1000.0,50.0,80000.0,,,,,0.0,834.0,-24.400000000000006,26379.199999999997,0.0,834.0,-24.400000000000006,26379.199999999997,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
Java_log_levels_Exercism (java_rabestro),java,cluster_log_levels.json,claude_vs_gemini,claude,gemini,82.18966846569006,86.88524590163934,80.0,87.80369748170648,84.21965296225898,True,,,,,100.0,1000.0,50.0,80000.0,0.0,834.0,-24.400000000000006,26379.199999999997,0.0,834.0,-24.400000000000006,26379.199999999997,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
Java_log_levels_Exercism (java_ValMati),java,cluster_log_levels.json,openAI_vs_claude,openAI,claude,85.79387186629526,84.29510591672754,86.88524590163934,92.14949077166608,87.28092861408206,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,414.0,-35.8,-684.8000000000029,0.0,414.0,-35.8,-684.8000000000029,0.0,0.0,0.0,0.0,,,,
Java_log_levels_Exercism (java_ValMati),java,cluster_log_levels.json,openAI_vs_gemini,openAI,gemini,79.47976878612717,82.97520661157026,76.38190954773869,91.00273234750091,82.45990432323426,True,100.0,1000.0,50.0,80000.0,,,,,0.0,414.0,-35.8,-684.8000000000029,0.0,414.0,-35.8,-684.8000000000029,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
Java_log_levels_Exercism (java_ValMati),java,cluster_log_levels.json,claude_vs_gemini,claude,gemini,77.72795216741405,81.59031979256699,77.87610619469027,89.31112343258091,81.62637539681305,True,,,,,100.0,1000.0,50.0,80000.0,0.0,414.0,-35.8,-684.8000000000029,0.0,414.0,-35.8,-684.8000000000029,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
count_triplets_with_sum_k_179,python,cluster_count_triplets_with_sum_k.json,openAI_vs_claude,openAI,claude,62.302284710017574,80.67885117493474,63.83601756954612,82.0061673892098,72.20583021092706,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,974.0,-34.2,66176.0,0.0,974.0,-34.2,66176.0,0.0,0.0,0.0,0.0,,,,
count_triplets_with_sum_k_179,python,cluster_count_triplets_with_sum_k.json,openAI_vs_gemini,openAI,gemini,51.019677996422175,81.72323759791122,43.77602961591855,70.4505681953809,61.74237835140821,True,100.0,1000.0,50.0,80000.0,,,,,0.0,974.0,-34.2,66176.0,0.0,974.0,-34.2,66176.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
count_triplets_with_sum_k_179,python,cluster_count_triplets_with_sum_k.json,claude_vs_gemini,claude,gemini,53.34840350381464,74.35998424576604,55.90457256461232,74.99080422029654,64.65094113362238,True,,,,,100.0,1000.0,50.0,80000.0,0.0,974.0,-34.2,66176.0,0.0,974.0,-34.2,66176.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
prime_factors_241,python,cluster_prime_factors.json,openAI_vs_claude,openAI,claude,71.46666666666667,70.91932457786116,67.79026217228464,86.96175662366018,74.28450251011816,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,966.0,2.6000000000000014,66201.6,0.0,966.0,2.6000000000000014,66201.6,0.0,0.0,0.0,0.0,,,,
prime_factors_241,python,cluster_prime_factors.json,openAI_vs_gemini,openAI,gemini,32.60188087774295,82.3943661971831,27.855563743551947,70.69845658779984,53.38756685156946,True,100.0,1000.0,50.0,80000.0,,,,,0.0,966.0,2.6000000000000014,66201.6,0.0,966.0,2.6000000000000014,66201.6,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
prime_factors_241,python,cluster_prime_factors.json,claude_vs_gemini,claude,gemini,39.392234102419806,74.13587604290822,38.43560350640593,64.13712299471467,54.02520916161216,True,,,,,100.0,1000.0,50.0,80000.0,0.0,966.0,2.6000000000000014,66201.6,0.0,966.0,2.6000000000000014,66201.6,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
javascript_prime-factors_exercism-javascript-ThomasZumsteg,javascript,cluster_prime_factors.json,openAI_vs_claude,openAI,claude,73.2484076433121,77.2020725388601,84.81532147742818,95.60425996265107,82.71751540556286,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,705.0,10.5,-1864.0,0.0,705.0,10.5,-1864.0,0.0,0.0,0.0,0.0,,,,
javascript_prime-factors_exercism-javascript-ThomasZumsteg,javascript,cluster_prime_factors.json,openAI_vs_gemini,openAI,gemini,63.91752577319587,75.55555555555556,70.34178610804851,83.54686169909922,73.34043228397479,True,100.0,1000.0,50.0,80000.0,,,,,0.0,705.0,10.5,-1864.0,0.0,705.0,10.5,-1864.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
javascript_prime-factors_exercism-javascript-ThomasZumsteg,javascript,cluster_prime_factors.json,claude_vs_gemini,claude,gemini,74.17442845046571,77.98254122211445,76.32653061224491,88.73508270780476,79.30464574815745,True,,,,,100.0,1000.0,50.0,80000.0,0.0,705.0,10.5,-1864.0,0.0,705.0,10.5,-1864.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
javascript_prime-factors_exercism-javascript-ThomasZumsteg_ThomasZumsteg,javascript,cluster_prime_factors.json,openAI_vs_claude,openAI,claude,73.2484076433121,77.2020725388601,84.81532147742818,95.60425996265107,82.71751540556286,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,700.0,17.333333333333336,-1961.3333333333285,0.0,700.0,17.333333333333336,-1961.3333333333285,0.0,0.0,0.0,0.0,,,,
javascript_prime-factors_exercism-javascript-ThomasZumsteg_ThomasZumsteg,javascript,cluster_prime_factors.json,openAI_vs_gemini,openAI,gemini,63.91752577319587,75.55555555555556,70.34178610804851,83.54686169909922,73.34043228397479,True,100.0,1000.0,50.0,80000.0,,,,,0.0,700.0,17.333333333333336,-1961.3333333333285,0.0,700.0,17.333333333333336,-1961.3333333333285,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
javascript_prime-factors_exercism-javascript-ThomasZumsteg_ThomasZumsteg,javascript,cluster_prime_factors.json,claude_vs_gemini,claude,gemini,74.17442845046571,77.98254122211445,76.32653061224491,88.73508270780476,79.30464574815745,True,,,,,100.0,1000.0,50.0,80000.0,0.0,700.0,17.333333333333336,-1961.3333333333285,0.0,700.0,17.333333333333336,-1961.3333333333285,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_prime-factors_Exercism-typescript-shybyte,typescript,cluster_prime_factors.json,openAI_vs_claude,openAI,claude,83.78378378378379,75.72463768115942,86.13138686131387,97.40228088392588,85.76052230254574,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,-162.20000000000005,-48.400000000000006,-143601.6,0.0,-162.20000000000005,-48.400000000000006,-143601.6,0.0,0.0,0.0,0.0,,,,
typescript_prime-factors_Exercism-typescript-shybyte,typescript,cluster_prime_factors.json,openAI_vs_gemini,openAI,gemini,73.40553549939833,76.38888888888889,76.39344262295083,91.53445638709432,79.4305808495831,True,100.0,1000.0,50.0,80000.0,,,,,0.0,-162.20000000000005,-48.400000000000006,-143601.6,0.0,-162.20000000000005,-48.400000000000006,-143601.6,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_prime-factors_Exercism-typescript-shybyte,typescript,cluster_prime_factors.json,claude_vs_gemini,claude,gemini,86.17363344051448,81.94774346793349,82.4773413897281,95.4184110994855,86.5042823494154,True,,,,,100.0,1000.0,50.0,80000.0,0.0,-162.20000000000005,-48.400000000000006,-143601.6,0.0,-162.20000000000005,-48.400000000000006,-143601.6,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_prime-factors_Exercism-typescript-FilipeCerejo,typescript,cluster_prime_factors.json,openAI_vs_claude,openAI,claude,91.73789173789174,90.49079754601227,93.20066334991708,98.21543954232645,93.4111980440369,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,-483.4000000000001,-28.799999999999997,-142385.6,0.0,-483.4000000000001,-28.799999999999997,-142385.6,0.0,0.0,0.0,0.0,,,,
typescript_prime-factors_Exercism-typescript-FilipeCerejo,typescript,cluster_prime_factors.json,openAI_vs_gemini,openAI,gemini,46.770601336302896,51.051051051051054,60.08836524300442,36.43946230764825,48.587369984501656,True,100.0,1000.0,50.0,80000.0,,,,,0.0,-483.4000000000001,-28.799999999999997,-142385.6,0.0,-483.4000000000001,-28.799999999999997,-142385.6,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_prime-factors_Exercism-typescript-FilipeCerejo,typescript,cluster_prime_factors.json,claude_vs_gemini,claude,gemini,50.53533190578159,53.116531165311656,61.891117478510026,38.5217130113776,51.016173390245214,True,,,,,100.0,1000.0,50.0,80000.0,0.0,-483.4000000000001,-28.799999999999997,-142385.6,0.0,-483.4000000000001,-28.799999999999997,-142385.6,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_prime-factors_Exercism-typescript-shybyte_shybyte,typescript,cluster_prime_factors.json,openAI_vs_claude,openAI,claude,83.78378378378379,75.72463768115942,86.13138686131387,97.40228088392588,85.76052230254574,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,-556.2,-23.799999999999997,-143803.2,0.0,-556.2,-23.799999999999997,-143803.2,0.0,0.0,0.0,0.0,,,,
typescript_prime-factors_Exercism-typescript-shybyte_shybyte,typescript,cluster_prime_factors.json,openAI_vs_gemini,openAI,gemini,73.40553549939833,76.38888888888889,76.39344262295083,91.53445638709432,79.4305808495831,True,100.0,1000.0,50.0,80000.0,,,,,0.0,-556.2,-23.799999999999997,-143803.2,0.0,-556.2,-23.799999999999997,-143803.2,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_prime-factors_Exercism-typescript-shybyte_shybyte,typescript,cluster_prime_factors.json,claude_vs_gemini,claude,gemini,86.17363344051448,81.94774346793349,82.4773413897281,95.4184110994855,86.5042823494154,True,,,,,100.0,1000.0,50.0,80000.0,0.0,-556.2,-23.799999999999997,-143803.2,0.0,-556.2,-23.799999999999997,-143803.2,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_prime-factors_Exercism-typescript-FilipeCerejo_FilipeCerejo,typescript,cluster_prime_factors.json,openAI_vs_claude,openAI,claude,91.73789173789174,90.49079754601227,93.20066334991708,98.21543954232645,93.4111980440369,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,-326.4000000000001,-42.2,-139836.8,0.0,-326.4000000000001,-42.2,-139836.8,0.0,0.0,0.0,0.0,,,,
typescript_prime-factors_Exercism-typescript-FilipeCerejo_FilipeCerejo,typescript,cluster_prime_factors.json,openAI_vs_gemini,openAI,gemini,46.770601336302896,51.051051051051054,60.08836524300442,36.43946230764825,48.587369984501656,True,100.0,1000.0,50.0,80000.0,,,,,0.0,-326.4000000000001,-42.2,-139836.8,0.0,-326.4000000000001,-42.2,-139836.8,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
typescript_prime-factors_Exercism-typescript-FilipeCerejo_FilipeCerejo,typescript,cluster_prime_factors.json,claude_vs_gemini,claude,gemini,50.53533190578159,53.116531165311656,61.891117478510026,38.5217130113776,51.016173390245214,True,,,,,100.0,1000.0,50.0,80000.0,0.0,-326.4000000000001,-42.2,-139836.8,0.0,-326.4000000000001,-42.2,-139836.8,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
Java_prime-factors_exercism-java-ThomasZumsteg_ThomasZumsteg,java,cluster_prime_factors.json,openAI_vs_claude,openAI,claude,86.38956805215973,84.070796460177,92.5233644859813,94.66867269584495,89.41310042354075,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,884.0,-33.599999999999994,33059.2,0.0,884.0,-33.599999999999994,33059.2,0.0,0.0,0.0,0.0,,,,
Java_prime-factors_exercism-java-ThomasZumsteg_ThomasZumsteg,java,cluster_prime_factors.json,openAI_vs_gemini,openAI,gemini,94.79865771812081,93.40369393139841,99.04988123515439,100.00000000000003,96.8130582211684,True,100.0,1000.0,50.0,80000.0,,,,,0.0,884.0,-33.599999999999994,33059.2,0.0,884.0,-33.599999999999994,33059.2,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
Java_prime-factors_exercism-java-ThomasZumsteg_ThomasZumsteg,java,cluster_prime_factors.json,claude_vs_gemini,claude,gemini,90.07036747458952,88.2636655948553,92.5925925925926,94.66867269584495,91.39882458947059,True,,,,,100.0,1000.0,50.0,80000.0,0.0,884.0,-33.599999999999994,33059.2,0.0,884.0,-33.599999999999994,33059.2,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
c_prime_factors_Exercism (ThomasZumsteg),c,cluster_prime_factors.json,openAI_vs_claude,openAI,claude,80.99808061420346,82.16216216216216,82.3225806451613,89.77996954509462,83.81569824165538,False,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,,,,
c_prime_factors_Exercism (ThomasZumsteg),c,cluster_prime_factors.json,openAI_vs_gemini,openAI,gemini,95.26748971193416,90.06479481641469,96.14873837981408,99.2120858297191,95.1732771844705,False,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,,,,,100.0,1000.0,50.0,80000.0
c_prime_factors_Exercism (ThomasZumsteg),c,cluster_prime_factors.json,claude_vs_gemini,claude,gemini,78.30882352941177,79.52047952047951,83.83084577114428,90.63233870940557,83.07312188261028,False,,,,,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,100.0,1000.0,50.0,80000.0
c_prime_factors_Exercism (chriswilding),c,cluster_prime_factors.json,openAI_vs_claude,openAI,claude,85.64593301435407,82.53094910591471,89.80169971671388,95.25905116551678,88.30940825062486,False,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,,,,
c_prime_factors_Exercism (chriswilding),c,cluster_prime_factors.json,openAI_vs_gemini,openAI,gemini,92.60204081632652,89.03743315508021,94.4954128440367,97.77761491828147,93.47812543343123,False,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,,,,,100.0,1000.0,50.0,80000.0
c_prime_factors_Exercism (chriswilding),c,cluster_prime_factors.json,claude_vs_gemini,claude,gemini,83.94495412844036,80.73170731707317,88.61111111111111,95.65025264380446,87.23450630010728,False,,,,,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,100.0,1000.0,50.0,80000.0
c_prime_factors_Exercism (m3g4d1v3r),c,cluster_prime_factors.json,openAI_vs_claude,openAI,claude,93.92624728850325,93.69565217391305,92.04545454545455,95.50606784763747,93.79335546387708,False,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,,,,
c_prime_factors_Exercism (m3g4d1v3r),c,cluster_prime_factors.json,openAI_vs_gemini,openAI,gemini,73.34669338677355,76.56065959952886,78.06191117092867,86.77012156176225,78.68484642974833,False,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,,,,,100.0,1000.0,50.0,80000.0
c_prime_factors_Exercism (m3g4d1v3r),c,cluster_prime_factors.json,claude_vs_gemini,claude,gemini,72.39999999999999,73.91812865497076,77.09190672153635,91.44178125598424,78.71295415812284,False,,,,,100.0,1000.0,50.0,80000.0,,,,,,,,,,,,,100.0,1000.0,50.0,80000.0
cpp_prime_factors_Exercism (johnngugi),cpp,cluster_prime_factors.json,openAI_vs_claude,openAI,claude,86.80659670164917,80.71065989847716,89.77673325499413,96.1839981073186,88.36949699060976,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,1000.0,14.399999999999999,75929.6,0.0,1000.0,14.399999999999999,75929.6,0.0,0.0,0.0,0.0,,,,
cpp_prime_factors_Exercism (johnngugi),cpp,cluster_prime_factors.json,openAI_vs_gemini,openAI,gemini,80.3122289679098,78.11387900355872,65.49865229110512,21.657349668337254,61.39552748272772,True,100.0,1000.0,50.0,80000.0,,,,,0.0,1000.0,14.399999999999999,75929.6,0.0,1000.0,14.399999999999999,75929.6,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
cpp_prime_factors_Exercism (johnngugi),cpp,cluster_prime_factors.json,claude_vs_gemini,claude,gemini,74.32950191570882,66.1231884057971,63.20868516284681,22.597615164853188,56.56474766230148,True,,,,,100.0,1000.0,50.0,80000.0,0.0,1000.0,14.399999999999999,75929.6,0.0,1000.0,14.399999999999999,75929.6,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
cpp_prime_factors_Exercism (cmccandless),cpp,cluster_prime_factors.json,openAI_vs_claude,openAI,claude,75.03201024327785,78.37338262476895,78.29181494661923,93.97142374994489,81.41715789115274,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,968.0,-27.799999999999997,75801.6,0.0,968.0,-27.799999999999997,75801.6,0.0,0.0,0.0,0.0,,,,
cpp_prime_factors_Exercism (cmccandless),cpp,cluster_prime_factors.json,openAI_vs_gemini,openAI,gemini,71.1297071129707,70.11070110701108,76.67844522968198,69.93957944968922,71.96460822483824,True,100.0,1000.0,50.0,80000.0,,,,,0.0,968.0,-27.799999999999997,75801.6,0.0,968.0,-27.799999999999997,75801.6,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
cpp_prime_factors_Exercism (cmccandless),cpp,cluster_prime_factors.json,claude_vs_gemini,claude,gemini,78.71853546910755,73.73737373737373,87.09677419354838,72.71751536735495,78.06754969184615,True,,,,,100.0,1000.0,50.0,80000.0,0.0,968.0,-27.799999999999997,75801.6,0.0,968.0,-27.799999999999997,75801.6,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
cpp_prime_factors_Exercism (blogscot),cpp,cluster_prime_factors.json,openAI_vs_claude,openAI,claude,86.61749209694415,76.88442211055276,87.75757575757575,95.00991712108174,86.5673517715386,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,1000.0,11.200000000000003,75904.0,0.0,1000.0,11.200000000000003,75904.0,0.0,0.0,0.0,0.0,,,,
cpp_prime_factors_Exercism (blogscot),cpp,cluster_prime_factors.json,openAI_vs_gemini,openAI,gemini,84.94623655913979,76.90253671562083,88.58895705521472,96.54905700591728,86.74669683397316,True,100.0,1000.0,50.0,80000.0,,,,,0.0,1000.0,11.200000000000003,75904.0,0.0,1000.0,11.200000000000003,75904.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
cpp_prime_factors_Exercism (blogscot),cpp,cluster_prime_factors.json,claude_vs_gemini,claude,gemini,91.10047846889952,89.08382066276803,95.78713968957871,97.95639425659577,93.4819582694605,True,,,,,100.0,1000.0,50.0,80000.0,0.0,1000.0,11.200000000000003,75904.0,0.0,1000.0,11.200000000000003,75904.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
cpp_prime_factors_Exercism (MaxyMoos),cpp,cluster_prime_factors.json,openAI_vs_claude,openAI,claude,77.97513321492006,70.09646302250803,78.5024154589372,63.70205199347263,72.56901592245949,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,1000.0,10.200000000000003,75904.0,0.0,1000.0,10.200000000000003,75904.0,0.0,0.0,0.0,0.0,,,,
cpp_prime_factors_Exercism (MaxyMoos),cpp,cluster_prime_factors.json,openAI_vs_gemini,openAI,gemini,85.08180943214629,76.15062761506276,86.4385297845374,66.07565375624776,78.43665514699855,True,100.0,1000.0,50.0,80000.0,,,,,0.0,1000.0,10.200000000000003,75904.0,0.0,1000.0,10.200000000000003,75904.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
cpp_prime_factors_Exercism (MaxyMoos),cpp,cluster_prime_factors.json,claude_vs_gemini,claude,gemini,80.89330024813896,77.5179856115108,87.51381215469614,92.72653925183073,84.66290931654416,True,,,,,100.0,1000.0,50.0,80000.0,0.0,1000.0,10.200000000000003,75904.0,0.0,1000.0,10.200000000000003,75904.0,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
cpp_prime_factors_Exercism (thefullarcticfox),cpp,cluster_prime_factors.json,openAI_vs_claude,openAI,claude,84.52508004268944,83.90557939914163,88.05790108564536,96.30298472409257,88.19788631289225,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,1000.0,-0.20000000000000284,75980.8,0.0,1000.0,-0.20000000000000284,75980.8,0.0,0.0,0.0,0.0,,,,
cpp_prime_factors_Exercism (thefullarcticfox),cpp,cluster_prime_factors.json,openAI_vs_gemini,openAI,gemini,90.13806706114397,81.75965665236052,91.80695847362514,95.52342670339375,89.80702722263084,True,100.0,1000.0,50.0,80000.0,,,,,0.0,1000.0,-0.20000000000000284,75980.8,0.0,1000.0,-0.20000000000000284,75980.8,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
cpp_prime_factors_Exercism (thefullarcticfox),cpp,cluster_prime_factors.json,claude_vs_gemini,claude,gemini,84.5927379784102,84.8,88.81431767337807,97.44911489692221,88.91404263717762,True,,,,,100.0,1000.0,50.0,80000.0,0.0,1000.0,-0.20000000000000284,75980.8,0.0,1000.0,-0.20000000000000284,75980.8,0.0,0.0,0.0,0.0,100.0,1000.0,50.0,80000.0
go_prime_factors_Exercism (go_rootulp),go,cluster_prime_factors.json,openAI_vs_claude,openAI,claude,81.22699386503068,75.14124293785311,80.85676037483267,74.73414500156714,77.9897855448209,True,100.0,1000.0,50.0,80000.0,100.0,1000.0,50.0,80000.0,0.0,-5078.0,-20.599999999999994,-142972.8,0.0,-5078.0,-20.599999999999994,-142972.8,0.0,0.0,0.0,0.0,,,,
