entry_id,language,llm_pair,average_similarity,has_baseline,success_rate_delta_diff,exec_time_delta_diff,cpu_delta_diff,ram_delta_diff
cpp_prime_factors_Exercism (MaxyMoos),cpp,claude_vs_gemini,84.66290931654416,True,0.0,0.0,0.0,0.0
cpp_prime_factors_Exercism (thefullarcticfox),cpp,openAI_vs_claude,88.19788631289225,True,0.0,0.0,0.0,0.0
cpp_prime_factors_Exercism (thefullarcticfox),cpp,openAI_vs_gemini,89.80702722263084,True,0.0,0.0,0.0,0.0
cpp_prime_factors_Exercism (thefullarcticfox),cpp,claude_vs_gemini,88.91404263717762,True,0.0,0.0,0.0,0.0
go_prime_factors_Exercism (go_rootulp),go,openAI_vs_claude,77.9897855448209,True,0.0,0.0,0.0,0.0
go_prime_factors_Exercism (go_rootulp),go,openAI_vs_gemini,72.07420246452998,True,0.0,0.0,0.0,0.0
go_prime_factors_Exercism (go_rootulp),go,claude_vs_gemini,81.31895014204427,True,0.0,0.0,0.0,0.0
go_prime_factors_Exercism (go_drapala),go,openAI_vs_claude,83.9335801582559,True,0.0,0.0,0.0,0.0
go_prime_factors_Exercism (go_drapala),go,openAI_vs_gemini,60.15362838333333,True,0.0,0.0,0.0,0.0
go_prime_factors_Exercism (go_drapala),go,claude_vs_gemini,54.87349863265926,True,0.0,0.0,0.0,0.0
a0139wordbreak_84,python,openAI_vs_claude,47.71881134426202,True,0.0,0.0,0.0,0.0
a0139wordbreak_84,python,openAI_vs_gemini,47.105487965584494,True,0.0,0.0,0.0,0.0
a0139wordbreak_84,python,claude_vs_gemini,94.82219183831883,True,0.0,0.0,0.0,0.0
a0131palindromepartitioning_80,python,openAI_vs_claude,51.07421992191915,True,0.0,0.0,0.0,0.0
a0131palindromepartitioning_80,python,openAI_vs_gemini,58.9633267678346,True,0.0,0.0,0.0,0.0
a0131palindromepartitioning_80,python,claude_vs_gemini,72.59881769295814,True,0.0,0.0,0.0,0.0
luhn_22,python,openAI_vs_claude,79.02018198827943,True,0.0,0.0,0.0,0.0
luhn_22,python,openAI_vs_gemini,67.19592258678563,True,0.0,0.0,0.0,0.0
luhn_22,python,claude_vs_gemini,68.58640899349473,True,0.0,0.0,0.0,0.0
javascript_luhn_exercism-javascript-ffflorian,javascript,openAI_vs_claude,70.03445883673403,True,0.0,0.0,0.0,0.0
javascript_luhn_exercism-javascript-ffflorian,javascript,openAI_vs_gemini,68.65685506263429,True,0.0,0.0,0.0,0.0
javascript_luhn_exercism-javascript-ffflorian,javascript,claude_vs_gemini,71.3822984621122,True,0.0,0.0,0.0,0.0
javascript_luhn_exercism-javascript-ffflorian_ffflorian,javascript,openAI_vs_claude,70.03445883673403,True,0.0,0.0,0.0,0.0
javascript_luhn_exercism-javascript-ffflorian_ffflorian,javascript,openAI_vs_gemini,68.65685506263429,True,0.0,0.0,0.0,0.0
javascript_luhn_exercism-javascript-ffflorian_ffflorian,javascript,claude_vs_gemini,71.3822984621122,True,0.0,0.0,0.0,0.0
typescript_luhn_Exercism-typescript-thewanionly_thewanionly,typescript,openAI_vs_claude,66.85007388908954,True,0.0,0.0,0.0,0.0
typescript_luhn_Exercism-typescript-thewanionly_thewanionly,typescript,openAI_vs_gemini,60.20704994392122,True,0.0,0.0,0.0,0.0
typescript_luhn_Exercism-typescript-thewanionly_thewanionly,typescript,claude_vs_gemini,75.09968611915933,True,0.0,0.0,0.0,0.0
typescript_luhn_Exercism-typescript-shybyte_shybyte,typescript,openAI_vs_claude,67.7304832792374,True,0.0,0.0,0.0,0.0
typescript_luhn_Exercism-typescript-shybyte_shybyte,typescript,openAI_vs_gemini,59.58328300566614,True,0.0,0.0,0.0,0.0
typescript_luhn_Exercism-typescript-shybyte_shybyte,typescript,claude_vs_gemini,66.3812121552388,True,0.0,0.0,0.0,0.0
typescript_luhn_Exercism-typescript-chriswilding_chriswilding,typescript,openAI_vs_claude,71.58697204602761,True,0.0,0.0,0.0,0.0
typescript_luhn_Exercism-typescript-chriswilding_chriswilding,typescript,openAI_vs_gemini,67.93376021668807,True,0.0,0.0,0.0,0.0
typescript_luhn_Exercism-typescript-chriswilding_chriswilding,typescript,claude_vs_gemini,75.56588490361429,True,0.0,0.0,0.0,0.0
typescript_luhn_Exercism-typescript-FilipeCerejo_FilipeCerejo,typescript,openAI_vs_claude,58.72848066763547,True,0.0,0.0,0.0,0.0
typescript_luhn_Exercism-typescript-FilipeCerejo_FilipeCerejo,typescript,openAI_vs_gemini,64.69055273066776,True,0.0,0.0,0.0,0.0
typescript_luhn_Exercism-typescript-FilipeCerejo_FilipeCerejo,typescript,claude_vs_gemini,68.42591413688723,True,0.0,0.0,0.0,0.0
typescript_luhn_exercism-javascript-samajammin_samajammin,typescript,openAI_vs_claude,56.563780066895475,True,0.0,0.0,0.0,0.0
typescript_luhn_exercism-javascript-samajammin_samajammin,typescript,openAI_vs_gemini,71.98839494591273,True,0.0,0.0,0.0,0.0
typescript_luhn_exercism-javascript-samajammin_samajammin,typescript,claude_vs_gemini,67.2809006564513,True,0.0,0.0,0.0,0.0
cpp_luhn_Exercism (thefullarcticfox),cpp,openAI_vs_claude,65.42909442125125,True,0.0,0.0,0.0,0.0
cpp_luhn_Exercism (thefullarcticfox),cpp,openAI_vs_gemini,65.41207618337393,True,0.0,0.0,0.0,0.0
cpp_luhn_Exercism (thefullarcticfox),cpp,claude_vs_gemini,71.50480519653382,True,0.0,0.0,0.0,0.0
go_luhn_Exercism (go_rootulp),go,openAI_vs_claude,64.63093127682212,True,0.0,0.0,0.0,0.0
go_luhn_Exercism (go_rootulp),go,openAI_vs_gemini,72.80508491948314,True,0.0,0.0,0.0,0.0
go_luhn_Exercism (go_rootulp),go,claude_vs_gemini,51.75391061467925,True,0.0,0.0,0.0,0.0
go_luhn_Exercism (go_ThomasZumsteg),go,openAI_vs_claude,80.67708620723172,True,0.0,0.0,0.0,0.0
go_luhn_Exercism (go_ThomasZumsteg),go,openAI_vs_gemini,54.23305986889846,True,0.0,0.0,0.0,0.0
go_luhn_Exercism (go_ThomasZumsteg),go,claude_vs_gemini,52.61736814799332,True,0.0,0.0,0.0,0.0
go_luhn_Exercism (go_thinkverse),go,openAI_vs_claude,66.89773821387422,True,0.0,0.0,0.0,0.0
go_luhn_Exercism (go_thinkverse),go,openAI_vs_gemini,64.35450125133515,True,0.0,0.0,0.0,0.0
go_luhn_Exercism (go_thinkverse),go,claude_vs_gemini,72.47098961489837,True,0.0,0.0,0.0,0.0
go_luhn_Exercism (go_drapala),go,openAI_vs_claude,66.97691057375678,True,0.0,0.0,0.0,0.0
go_luhn_Exercism (go_drapala),go,openAI_vs_gemini,81.63952951637359,True,0.0,0.0,0.0,0.0
go_luhn_Exercism (go_drapala),go,claude_vs_gemini,66.94511487990817,True,0.0,0.0,0.0,0.0
merge_sorted_array_169,python,openAI_vs_claude,70.2117412552483,True,0.0,0.0,0.0,0.0
merge_sorted_array_169,python,openAI_vs_gemini,55.29628361764842,True,0.0,0.0,0.0,0.0
merge_sorted_array_169,python,claude_vs_gemini,83.40456387226486,True,0.0,0.0,0.0,0.0
javascript_two-bucket_exercism-javascript-ThomasZumsteg,javascript,openAI_vs_claude,75.00475055077783,True,0.0,0.0,0.0,0.0
javascript_two-bucket_exercism-javascript-ThomasZumsteg,javascript,openAI_vs_gemini,78.87717071564646,True,0.0,0.0,0.0,0.0
javascript_two-bucket_exercism-javascript-ThomasZumsteg,javascript,claude_vs_gemini,82.08338984394804,True,0.0,0.0,0.0,0.0
javascript_two-bucket_exercism-javascript-ThomasZumsteg_ThomasZumsteg,javascript,openAI_vs_claude,75.00475055077783,True,0.0,0.0,0.0,0.0
javascript_two-bucket_exercism-javascript-ThomasZumsteg_ThomasZumsteg,javascript,openAI_vs_gemini,78.87717071564646,True,0.0,0.0,0.0,0.0
javascript_two-bucket_exercism-javascript-ThomasZumsteg_ThomasZumsteg,javascript,claude_vs_gemini,82.08338984394804,True,0.0,0.0,0.0,0.0
typescript_two-bucket_exercism-javascript-samajammin_samajammin,typescript,openAI_vs_claude,84.41464483410785,True,0.0,0.0,0.0,0.0
typescript_two-bucket_exercism-javascript-samajammin_samajammin,typescript,openAI_vs_gemini,56.38724165788287,True,0.0,0.0,0.0,0.0
typescript_two-bucket_exercism-javascript-samajammin_samajammin,typescript,claude_vs_gemini,55.98396485200108,True,0.0,0.0,0.0,0.0
go_two_bucket_Exercism (go_rootulp),go,openAI_vs_claude,87.57940038731508,True,0.0,0.0,0.0,0.0
go_two_bucket_Exercism (go_rootulp),go,openAI_vs_gemini,82.64407293701683,True,0.0,0.0,0.0,0.0
go_two_bucket_Exercism (go_rootulp),go,claude_vs_gemini,80.979672777366,True,0.0,0.0,0.0,0.0
go_two_bucket_Exercism (go_drapala),go,openAI_vs_claude,65.19562147543945,True,0.0,0.0,0.0,0.0
go_two_bucket_Exercism (go_drapala),go,openAI_vs_gemini,59.986653294784865,True,0.0,0.0,0.0,0.0
go_two_bucket_Exercism (go_drapala),go,claude_vs_gemini,53.95732189357298,True,0.0,0.0,0.0,0.0
maximum_depth_of_binary_tree_168,python,openAI_vs_claude,99.22855335367441,True,0.0,0.0,0.0,0.0
maximum_depth_of_binary_tree_168,python,openAI_vs_gemini,98.09832527749452,True,0.0,0.0,0.0,0.0
maximum_depth_of_binary_tree_168,python,claude_vs_gemini,98.88015728247456,True,0.0,0.0,0.0,0.0
Java_say_Exercism (java_rabestro),java,openAI_vs_claude,75.03030515063452,True,0.0,0.0,0.0,0.0
Java_say_Exercism (java_rabestro),java,openAI_vs_gemini,75.05803645112432,True,0.0,0.0,0.0,0.0
Java_say_Exercism (java_rabestro),java,claude_vs_gemini,79.55353717749189,True,0.0,0.0,0.0,0.0
cpp_say_Exercism (cmccandless),cpp,openAI_vs_claude,74.21170392148113,True,0.0,0.0,0.0,0.0
cpp_say_Exercism (cmccandless),cpp,openAI_vs_gemini,86.51933566114343,True,0.0,0.0,0.0,0.0
cpp_say_Exercism (cmccandless),cpp,claude_vs_gemini,77.94398796999273,True,0.0,0.0,0.0,0.0
cpp_say_Exercism (MaxyMoos),cpp,openAI_vs_claude,71.95182039779547,True,0.0,0.0,0.0,0.0
cpp_say_Exercism (MaxyMoos),cpp,openAI_vs_gemini,72.13325536001614,True,0.0,0.0,0.0,0.0
cpp_say_Exercism (MaxyMoos),cpp,claude_vs_gemini,66.4154619369649,True,0.0,0.0,0.0,0.0
cpp_say_Exercism (thefullarcticfox),cpp,openAI_vs_claude,57.039500488849995,True,0.0,0.0,0.0,0.0
cpp_say_Exercism (thefullarcticfox),cpp,openAI_vs_gemini,47.68949833128742,True,0.0,0.0,0.0,0.0
cpp_say_Exercism (thefullarcticfox),cpp,claude_vs_gemini,45.773824841378485,True,0.0,0.0,0.0,0.0
go_say_Exercism (go_rootulp),go,openAI_vs_claude,33.16332644453,True,0.0,0.0,0.0,0.0
go_say_Exercism (go_rootulp),go,openAI_vs_gemini,37.54114856779174,True,0.0,0.0,0.0,0.0
go_say_Exercism (go_rootulp),go,claude_vs_gemini,68.31980869952282,True,0.0,0.0,0.0,0.0
go_say_Exercism (go_ThomasZumsteg),go,openAI_vs_claude,72.5401605164178,True,0.0,0.0,0.0,0.0
go_say_Exercism (go_ThomasZumsteg),go,openAI_vs_gemini,87.7105160375661,True,0.0,0.0,0.0,0.0
go_say_Exercism (go_ThomasZumsteg),go,claude_vs_gemini,72.41602722232538,True,0.0,0.0,0.0,0.0
go_say_Exercism (go_drapala),go,openAI_vs_claude,80.66518278803224,True,0.0,0.0,0.0,0.0
go_say_Exercism (go_drapala),go,openAI_vs_gemini,74.64746817716438,True,0.0,0.0,0.0,0.0
go_say_Exercism (go_drapala),go,claude_vs_gemini,72.79104566549864,True,0.0,0.0,0.0,0.0
word-count_39,python,openAI_vs_claude,59.22461317469366,True,0.0,0.0,0.0,0.0
word-count_39,python,openAI_vs_gemini,63.04669286713684,True,0.0,0.0,0.0,0.0
word-count_39,python,claude_vs_gemini,73.21827608846188,True,0.0,0.0,0.0,0.0
javascript_word-count_exercism-javascript-ffflorian,javascript,openAI_vs_claude,46.75311586448556,True,0.0,0.0,0.0,0.0
javascript_word-count_exercism-javascript-ffflorian,javascript,openAI_vs_gemini,51.365016571138405,True,0.0,0.0,0.0,0.0
javascript_word-count_exercism-javascript-ffflorian,javascript,claude_vs_gemini,42.34858438838799,True,0.0,0.0,0.0,0.0
javascript_word-count_exercism-javascript-programmiri_programmiri,javascript,openAI_vs_claude,45.66029407819253,True,0.0,0.0,0.0,0.0
javascript_word-count_exercism-javascript-programmiri_programmiri,javascript,openAI_vs_gemini,46.72598343376348,True,0.0,0.0,0.0,0.0
javascript_word-count_exercism-javascript-programmiri_programmiri,javascript,claude_vs_gemini,74.6878145200813,True,0.0,0.0,0.0,0.0
javascript_word-count_exercism-javascript-ffflorian_ffflorian,javascript,openAI_vs_claude,46.75311586448556,True,0.0,0.0,0.0,0.0
javascript_word-count_exercism-javascript-ffflorian_ffflorian,javascript,openAI_vs_gemini,51.365016571138405,True,0.0,0.0,0.0,0.0
javascript_word-count_exercism-javascript-ffflorian_ffflorian,javascript,claude_vs_gemini,42.34858438838799,True,0.0,0.0,0.0,0.0
Java_word-count_exercism-java-ThomasZumsteg,java,openAI_vs_claude,60.84421631381224,True,0.0,0.0,0.0,0.0
Java_word-count_exercism-java-ThomasZumsteg,java,openAI_vs_gemini,75.75025157353446,True,0.0,0.0,0.0,0.0
Java_word-count_exercism-java-ThomasZumsteg,java,claude_vs_gemini,58.150450312521755,True,0.0,0.0,0.0,0.0
Java_word-count_exercism-java-ThomasZumsteg_ThomasZumsteg,java,openAI_vs_claude,60.84421631381224,True,0.0,0.0,0.0,0.0
Java_word-count_exercism-java-ThomasZumsteg_ThomasZumsteg,java,openAI_vs_gemini,75.75025157353446,True,0.0,0.0,0.0,0.0
Java_word-count_exercism-java-ThomasZumsteg_ThomasZumsteg,java,claude_vs_gemini,58.150450312521755,True,0.0,0.0,0.0,0.0
cpp_word_count_Exercism (johnngugi),cpp,openAI_vs_claude,62.36432076081497,True,0.0,0.0,0.0,0.0
cpp_word_count_Exercism (johnngugi),cpp,openAI_vs_gemini,66.872355674503,True,0.0,0.0,0.0,0.0
cpp_word_count_Exercism (johnngugi),cpp,claude_vs_gemini,72.37366211615453,True,0.0,0.0,0.0,0.0
cpp_word_count_Exercism (cmccandless),cpp,openAI_vs_claude,51.69866926310199,True,0.0,0.0,0.0,0.0
cpp_word_count_Exercism (cmccandless),cpp,openAI_vs_gemini,72.43574708956938,True,0.0,0.0,0.0,0.0
cpp_word_count_Exercism (cmccandless),cpp,claude_vs_gemini,53.52064389916811,True,0.0,0.0,0.0,0.0
cpp_word_count_Exercism (thefullarcticfox),cpp,openAI_vs_claude,43.91529604959087,True,0.0,0.0,0.0,0.0
cpp_word_count_Exercism (thefullarcticfox),cpp,openAI_vs_gemini,56.183064146377845,True,0.0,0.0,0.0,0.0
cpp_word_count_Exercism (thefullarcticfox),cpp,claude_vs_gemini,55.02570511303106,True,0.0,0.0,0.0,0.0
go_word_count_Exercism (go_rootulp),go,openAI_vs_claude,59.763223850505284,True,0.0,0.0,0.0,0.0
go_word_count_Exercism (go_rootulp),go,openAI_vs_gemini,75.17478020025356,True,0.0,0.0,0.0,0.0
go_word_count_Exercism (go_rootulp),go,claude_vs_gemini,62.438260717203036,True,0.0,0.0,0.0,0.0
go_word_count_Exercism (go_ThomasZumsteg),go,openAI_vs_claude,63.1328529555698,True,0.0,0.0,0.0,0.0
go_word_count_Exercism (go_ThomasZumsteg),go,openAI_vs_gemini,61.54487253324209,True,0.0,0.0,0.0,0.0
go_word_count_Exercism (go_ThomasZumsteg),go,claude_vs_gemini,56.31585009632978,True,0.0,0.0,0.0,0.0
go_word_count_Exercism (go_drapala),go,openAI_vs_claude,63.80199710982744,True,0.0,0.0,0.0,0.0
go_word_count_Exercism (go_drapala),go,openAI_vs_gemini,77.05985147821357,True,0.0,0.0,0.0,0.0
go_word_count_Exercism (go_drapala),go,claude_vs_gemini,52.11820443093002,True,0.0,0.0,0.0,0.0
a0211addandsearchworddatastructuredesign_107,python,openAI_vs_claude,55.453986412938654,True,0.0,0.0,0.0,0.0
a0211addandsearchworddatastructuredesign_107,python,openAI_vs_gemini,51.84891807176989,True,0.0,0.0,0.0,0.0
a0211addandsearchworddatastructuredesign_107,python,claude_vs_gemini,90.81622549665457,True,0.0,0.0,0.0,0.0
javascript_octal_exercism-javascript-ThomasZumsteg_ThomasZumsteg,javascript,openAI_vs_claude,59.19671469910291,True,0.0,0.0,0.0,0.0
javascript_octal_exercism-javascript-ThomasZumsteg_ThomasZumsteg,javascript,openAI_vs_gemini,73.34554809891233,True,0.0,0.0,0.0,0.0
javascript_octal_exercism-javascript-ThomasZumsteg_ThomasZumsteg,javascript,claude_vs_gemini,55.29925050561971,True,0.0,0.0,0.0,0.0
go_octal_Exercism (go_ThomasZumsteg),go,openAI_vs_claude,81.9172520293184,True,0.0,0.0,0.0,0.0
go_octal_Exercism (go_ThomasZumsteg),go,openAI_vs_gemini,85.29294002487923,True,0.0,0.0,0.0,0.0
go_octal_Exercism (go_ThomasZumsteg),go,claude_vs_gemini,92.6749928325743,True,0.0,0.0,0.0,0.0
a0199binarytreerightsideview_100,python,openAI_vs_claude,72.7644637078672,True,0.0,0.0,0.0,0.0
a0199binarytreerightsideview_100,python,openAI_vs_gemini,65.73239354245612,True,0.0,0.0,0.0,0.0
a0199binarytreerightsideview_100,python,claude_vs_gemini,92.3858116679273,True,0.0,0.0,0.0,0.0
perfect-numbers_27,python,openAI_vs_claude,80.63134037291621,True,0.0,0.0,0.0,0.0
perfect-numbers_27,python,openAI_vs_gemini,80.64091456971224,True,0.0,0.0,0.0,0.0
perfect-numbers_27,python,claude_vs_gemini,81.18019240028951,True,0.0,0.0,0.0,0.0
javascript_perfect-numbers_exercism-javascript-ThomasZumsteg_ThomasZumsteg,javascript,openAI_vs_claude,78.89675204997488,True,0.0,0.0,0.0,0.0
javascript_perfect-numbers_exercism-javascript-ThomasZumsteg_ThomasZumsteg,javascript,openAI_vs_gemini,78.2917101965197,True,0.0,0.0,0.0,0.0
javascript_perfect-numbers_exercism-javascript-ThomasZumsteg_ThomasZumsteg,javascript,claude_vs_gemini,79.11065487587405,True,0.0,0.0,0.0,0.0
typescript_perfect-numbers_Exercism-typescript-shybyte_shybyte,typescript,openAI_vs_claude,78.01380146340702,True,0.0,0.0,0.0,0.0
typescript_perfect-numbers_Exercism-typescript-shybyte_shybyte,typescript,openAI_vs_gemini,80.40974274380577,True,0.0,0.0,0.0,0.0
typescript_perfect-numbers_Exercism-typescript-shybyte_shybyte,typescript,claude_vs_gemini,89.84472878219785,True,0.0,0.0,0.0,0.0
go_perfect_numbers_Exercism (go_rootulp),go,openAI_vs_claude,80.32350566450376,True,0.0,0.0,0.0,0.0
go_perfect_numbers_Exercism (go_rootulp),go,openAI_vs_gemini,93.09181196919862,True,0.0,0.0,0.0,0.0
go_perfect_numbers_Exercism (go_rootulp),go,claude_vs_gemini,83.33559002567083,True,0.0,0.0,0.0,0.0
go_perfect_numbers_Exercism (go_ThomasZumsteg),go,openAI_vs_claude,85.94348958420287,True,0.0,0.0,0.0,0.0
go_perfect_numbers_Exercism (go_ThomasZumsteg),go,openAI_vs_gemini,87.08240185170146,True,0.0,0.0,0.0,0.0
go_perfect_numbers_Exercism (go_ThomasZumsteg),go,claude_vs_gemini,84.2048310190269,True,0.0,0.0,0.0,0.0
go_perfect_numbers_Exercism (go_drapala),go,openAI_vs_claude,64.01383248135045,True,0.0,0.0,0.0,0.0
go_perfect_numbers_Exercism (go_drapala),go,openAI_vs_gemini,85.10674505720003,True,0.0,0.0,0.0,0.0
go_perfect_numbers_Exercism (go_drapala),go,claude_vs_gemini,63.97346554898151,True,0.0,0.0,0.0,0.0
two_sum_175,python,openAI_vs_claude,99.88537946168034,True,0.0,0.0,0.0,0.0
two_sum_175,python,openAI_vs_gemini,68.51239670217521,True,0.0,0.0,0.0,0.0
two_sum_175,python,claude_vs_gemini,68.60555176237898,True,0.0,0.0,0.0,0.0
Java_squeaky_clean_Exercism (java_ValMati),java,openAI_vs_claude,75.04691691283924,True,0.0,0.0,0.0,0.0
Java_squeaky_clean_Exercism (java_ValMati),java,openAI_vs_gemini,88.63620935906954,True,0.0,0.0,0.0,0.0
Java_squeaky_clean_Exercism (java_ValMati),java,claude_vs_gemini,73.43040867981767,True,0.0,0.0,0.0,0.0
Java_squeaky_clean_Exercism (java_tusktenon),java,openAI_vs_claude,60.279346067185415,True,0.0,0.0,0.0,0.0
Java_squeaky_clean_Exercism (java_tusktenon),java,openAI_vs_gemini,72.94424232005414,True,0.0,0.0,0.0,0.0
Java_squeaky_clean_Exercism (java_tusktenon),java,claude_vs_gemini,75.92913984196879,True,0.0,0.0,0.0,0.0
